text asli,text_prepro,compound scores,Sentimen
mohon diupgrade aplikasinya ketika melihat grafik reksa dana terdapat fitur lengkap berupa detail tanggal setiap arahkan grafik beserta naik turunnya terdapat detail berupa tanggal waktu bisa periksa,mohon diupgrade aplikasi ketika lihat grafik reksa dana dapat fitur lengkap upa detail tanggal tiap arah grafik serta naik turun dapat detail upa tanggal waktu bisa periksa,14,Positif
update aplikasi terbaru bahkan fitur sidik jari tidak semua orang memiliki ponsel fitur namun tetap mengakalinya menghapus cache data pengaturan ponsel aplikasi pokoknya jalankan perbaiki sistemnya beberapa portofolio hilang hanya punya cek websitenya sama semoga bisa tampil,update aplikasi baru bahkan fitur sidik jari tidak semua orang milik ponsel fitur namun tetap akal hapus cache data atur ponsel aplikasi pokok jalan baik sistem beberapa portofolio hilang hanya punya cek websitenya sama moga bisa tampil,-20,Negatif
halo permisi kakak sebelumnya suka aplikasi dibandingkan aplikasi sejenis aplikasinya cukup user friendly saja fitur pembayarannya kurang bervariasi mungkin ditambah fitur pembayarannya misalnya pakai linkaja lain gan terima kasih,halo permisi kakak belum suka aplikasi banding aplikasi jenis aplikasi cukup user friendly saja fitur bayar kurang variasi mungkin tambah fitur bayar misal pakai linkaja lain gan terima kasih,-6,Negatif
aplikasi bersih terpercaya pilihan produk reksa dana banyak ditambah program loyalitas membuat semangat menabung itu memungkinkan pilihan pembayaran ditingkatkan terutama sisi ewallet,aplikasi bersih percaya pilih produk reksa dana banyak tambah program loyalitas buat semangat tabung itu mungkin pilih bayar tingkat utama sisi ewallet,17,Positif
memungkinkan tambahkan metode pembayaran selain ovo transfer manual bagi pribadi hanya mencari uang receh biaya transfer antar bank cukup memberatkan overall pelayanannya cukup responsif,mungkin tambah metode bayar selain ovo transfer manual bagi pribadi hanya cari uang receh biaya transfer antar bank cukup berat overall layan cukup responsif,4,Positif
update versi tanggal juni login ada data ditampilkan masuk jendela portofolio aplikasi bareksa langsung tertutup sendiri solusinya terima kasih langsung direspon cepat diupdate versi terbaru aplikasi berjalan baik terima kasih,update versi tanggal juni login ada data tampil masuk jendela portofolio aplikasi bareksa langsung tutup sendiri solusi terima kasih langsung direspon cepat diupdate versi baru aplikasi jalan baik terima kasih,7,Positif
kalau portofolio link reksa dananya berfungsi namanya penurunan silakan aktifkan link tersebut biasa melihat informasi detail masingmasing portofolio pembaruan berfungsi terima kasih,kalau portofolio link reksa dana fungsi nama turun sila aktif link sebut biasa lihat informasi detail masingmasing portofolio baru fungsi terima kasih,26,Positif
sejauh pengalaman menggunakan aplikasi bareksa cukup memuaskan beberapa hari terakhir mengalami masalah kali memasukkan pin login akun setiap login selalu muncul tulisan error server padahal pin saya masukkan benar menghubungi customer service diminta memperbarui aplikasi sayangnya update saya masih bisa login ada error server saya tahu penyebabnya,jauh alam guna aplikasi bareksa cukup muas beberapa hari akhir alami masalah kali masuk pin login akun tiap login selalu muncul tulis error server padahal pin saya masuk benar hubung customer service minta baru aplikasi sayang update saya masih bisa login ada error server saya tahu sebab,-29,Negatif
daftar beberapa kali berhasil akhirnya mendaftar lewat website ternyata syarat penulisan dijelaskan aplikasi mendaftar website mengisi formulir pendaftaran digital setelah formulir pendaftaran digital selesai disuruh mengisi formulir pendaftaran bolak balik coba telepon customer service tidak diangkat silakan ditambah proses layanannya aplikasinya menyangkut data keuangan,daftar beberapa kali hasil akhir daftar lewat website nyata syarat tulis jelas aplikasi daftar website isi formulir daftar digital telah formulir daftar digital selesai suruh isi formulir daftar bolak balik coba telepon customer service tidak angkat sila tambah proses layan aplikasi sangkut data uang,7,Positif
perlu ditingkatkan aplikasi versi android semoga kedepannya aplikasi mengakomodasi kebutuhan pengguna kemudahan penggunaan efektivitas pilihan menu kemudahan meninjau informasi produk telah beli intinya lebih ramah pengguna,perlu tingkat aplikasi versi android moga depan aplikasi akomodasi butuh guna mudah guna efektivitas pilih menu mudah tinjau informasi produk telah beli inti lebih ramah guna,16,Positif
bintang saat download bareksa atas rekomendasi teman juga seorang pedagang baru mendaftar harus menunggu beberapa hari verifikasi selanjutnya sistem bareksa terus diupgrade terpercaya bukan mungkin saya juga merekomendasikannya temanteman,bintang saat download bareksa atas rekomendasi teman juga orang dagang baru daftar harus tunggu beberapa hari verifikasi lanjut sistem bareksa terus diupgrade percaya bukan mungkin saya juga rekomendasi temanteman,-20,Negatif
ingin mendaftar bareksa memasukkan nomor rekening aplikasi selalu keluar berulang mengisi data saya sebanyak kali masih itu saya capek mengisi data karena berulang ulang saya mulai malas ini masalahnya harap diperbaiki,ingin daftar bareksa masuk nomor rekening aplikasi selalu keluar ulang isi data saya banyak kali masih itu saya capek isi data karena ulang ulang saya mulai malas ini masalah harap baik,-43,Negatif
tidak lagi mengubah akun sendiri melalui aplikasi harus lewat email dulu mengirimkan foto ktp selfie memegang ktp jadi khawatir foto akan disalah gunakan harap sediakan fitur mengubah akun sendiri,tidak lagi ubah akun sendiri lalu aplikasi harus lewat email dulu kirim foto ktp selfie pegang ktp jadi khawatir foto akan salah guna harap sedia fitur ubah akun sendiri,-7,Negatif
aplikasi sangat bagus pilihan reksa dana banyak beragam saya cukup banyak pilihan pembayaran menggunakan dompet digital meski ada pilihan dompet digital pilihan pembayaran lainnya informasi prospektus masingmasing jelas terdapat pilihan membandingkan antar minvests tampilan penggunaan aplikasi sangat user friendly menggunakan robo advisor jumlah transaksi awal cukup besar saya yang masih berstatus pelajar,aplikasi sangat bagus pilih reksa dana banyak agam saya cukup banyak pilih bayar guna dompet digital meski ada pilih dompet digital pilih bayar lain informasi prospektus masingmasing jelas dapat pilih banding antar minvests tampil guna aplikasi sangat user friendly guna robo advisor jumlah transaksi awal cukup besar saya yang masih status ajar,23,Positif
sisi aplikasi oke dari segi promo kurang aplikasi sebelah promo langsung dapatkan anda menggunakannya semuanya bergambar bareksa harapan kosong pembayaran lewat ovo fleksibel,sisi aplikasi oke dari segi promo kurang aplikasi belah promo langsung dapat anda guna semua gambar bareksa harap kosong bayar lewat ovo fleksibel,-8,Negatif
mohon diperbaiki terjadi bug formulir pendaftaran alamat provinsi negara mengetik benar valid saya tidak dapat melanjutkan disarankan gunakan dropdown untuk memudahkan pencarian kota provinsi negara terima kasih,mohon baik jadi bug formulir daftar alamat provinsi negara etik benar valid saya tidak dapat lanjut saran guna dropdown untuk mudah cari kota provinsi negara terima kasih,12,Positif
pertama download coba investasi lewat bareksa asyik sekali aplikasi banyak pilihan reksa dana informatif user friendly sayangnya ada menu auto debit investasi bulanan silakan tingkatkan fitur auto investment debet lebih memuaskan,pertama download coba investasi lewat bareksa asyik sekali aplikasi banyak pilih reksa dana informatif user friendly sayang ada menu auto debit investasi bulan sila tingkat fitur auto investment debet lebih muas,21,Positif
portofolio terlihat aplikasi bareksa katanya koneksi terputus silakan tarik bawah memuat ulang diperbaiki begini membuat yang berinvestasi bareksa khawatir begitulah browser ada melihat portofolio cuma aplikasi tidak terlihatpadahal kemarin bisa,portofolio lihat aplikasi bareksa kata koneksi putus sila tarik bawah muat ulang baik begini buat yang investasi bareksa khawatir begitu browser ada lihat portofolio cuma aplikasi tidak terlihatpadahal kemarin bisa,-5,Negatif
bareksa terima kasih menyediakan fitur dapat mengganti nomor ponsel sejak beberapa minggu lalu nomor hilang saya komplain customer service mengganti data butuh waktu jam beradu fitur terbaru hadir sangat membantu,bareksa terima kasih sedia fitur dapat ganti nomor ponsel sejak beberapa minggu lalu nomor hilang saya komplain customer service ganti data butuh waktu jam adu fitur baru hadir sangat bantu,2,Positif
otomatis update versi terbaru tanggal juni login sudah mencoba login beberapa kali bahkan menginstal ulang tidak bisa padahal sejauh lancar cukup memuaskan perbaiki aplikasinya,otomatis update versi baru tanggal juni login sudah coba login beberapa kali bahkan menginstal ulang tidak bisa padahal jauh lancar cukup muas baik aplikasi,-13,Negatif
umum aplikasinya bagus mudah digunakan produknya bervariasi masih perlu diperbaiki terutama update nav lambat navigasi hari akan diperbarui besok bahkan kadang hari berbeda sekali aplikasi sejenis yang sore harinya langsung update nav,umum aplikasi bagus mudah guna produk variasi masih perlu baik utama update nav lambat navigasi hari akan baru besok bahkan kadang hari beda sekali aplikasi jenis yang sore hari langsung update nav,-13,Negatif
semuanya ditampilkan baik terdapat grafik menunjukkan kinerja suatu reksa dana ditampilkan baik untung rugi ditampilkan baik pemula bisa memahaminya mudah masalah pencairan dana ckp membutuhkan waktu lama menunggu hingga hari kerja force close acak mencoba simulasi,semua tampil baik dapat grafik tunjuk kerja suatu reksa dana tampil baik untung rugi tampil baik mula bisa paham mudah masalah cair dana ckp butuh waktu lama tunggu hingga hari kerja force close acak coba simulasi,3,Positif
suka banget tampilan terbarunya menu portofolio deskripsi dananya sangat detail simulasinya lebih banyak terus ditingkatkan pembelian tingkatkan kecepatan transaksinya lebih lanjut,suka banget tampil baru menu portofolio deskripsi dana sangat detail simulasi lebih banyak terus tingkat beli tingkat cepat transaksi lebih lanjut,30,Positif
x pembayaran lewat virtual account bca langsung terupdate aplikasi bareksa menunggu pembayaran padahal rekening terdebet pembayaran virtual account harap segera diperbaiki ingin cepat menambah biaya pembelian malah memakan waktu lama untuk biaya pembayaran lewat virtual account bca kalau begini layanannya gratis semoga kedepannya lebih baik,x bayar lewat virtual account bca langsung terupdate aplikasi bareksa tunggu bayar padahal rekening debet bayar virtual account harap segera baik ingin cepat tambah biaya beli malah makan waktu lama untuk biaya bayar lewat virtual account bca kalau begini layan gratis moga depan lebih baik,16,Positif
tarik tunai lama banget transaksi tanggal pencairannya katanya ekh sekarang tanggal juga cair pasalnya transfer rekening penerima selalu mengembalikannya meski rekening aktif sudah melampirkan foto buku tabungan foto ktp foto selfie ktp biasanya berjalan lancar ini maaf,tarik tunai lama banget transaksi tanggal cair kata ekh sekarang tanggal juga cair pasal transfer rekening terima selalu kembali meski rekening aktif sudah lampir foto buku tabung foto ktp foto selfie ktp biasa jalan lancar ini maaf,17,Positif
penerapannya sering force close terutama melakukan simulasi pergantian jenis reksa dana tombol backnya manual maksudnya kita logout dialihkan home tekan handphone seharusnya keluar aplikasi malah ke halaman terakhir di aplikasi jadi ingin keluar aplikasi rumit informasi reksa dana terbatas ada prospektus,terap sering force close utama laku simulasi ganti jenis reksa dana tombol backnya manual maksud kita logout alih home tekan handphone harus keluar aplikasi malah ke halaman akhir di aplikasi jadi ingin keluar aplikasi rumit informasi reksa dana batas ada prospektus,-9,Negatif
aplikasinya bagus cukup lengkap memudahkan analisa silahkan ditampilkan berapa lama waktu dibutuhkan satu emiten untuk berpindah titik awal bawah kembali titik tertinggititik awal,aplikasi bagus cukup lengkap mudah analisa silah tampil berapa lama waktu butuh satu emiten untuk pindah titik awal bawah kembali titik tertinggititik awal,10,Positif
sejauh aplikasi bareksa cukup bagus mendukung android lollipop dari sekian banyak aplikasi reksa dana play store bareksa menyediakan fitur lengkap mendukung android lollipop uiuxnya enak dipandang terus menjaga kenyamanan pelanggan ada sedikit kekurangannya pada pendaftaran bagian verifikasi ktp kamera handphone bergerak macet diuji android menyulitkan pendaftar membuat akun baru,jauh aplikasi bareksa cukup bagus dukung android lollipop dari sekian banyak aplikasi reksa dana play store bareksa sedia fitur lengkap dukung android lollipop uiuxnya enak pandang terus jaga nyaman langgan ada sedikit kurang pada daftar bagi verifikasi ktp kamera handphone gerak macet uji android sulit daftar buat akun baru,30,Positif
sejak update jadi susah login sebenarnya bagus fitur pin saya coba perbaiki saya membuat pin banyak kombinasi angka tetap bisa login masuk kode pin diterima,sejak update jadi susah login benar bagus fitur pin saya coba baik saya buat pin banyak kombinasi angka tetap bisa login masuk kode pin terima,3,Positif
bagaimana cara mendaftar form pilih agama klik tanda panah reaksi isi alamatnya ada reaksi tidak ada diisi terus dihapus isi penghasilan pekerjaan lain dengan opsi pilih bawah reaksi apa tidak diklik tidak berguna perbaiki serius membuat aplikasi pula di tokopedia anda tidak asal mengunggah foto ktp apakah hanya versi beta,bagaimana cara daftar form pilih agama klik tanda panah reaksi isi alamat ada reaksi tidak ada isi terus hapus isi hasil kerja lain dengan opsi pilih bawah reaksi apa tidak klik tidak guna baik serius buat aplikasi pula di tokopedia anda tidak asal unggah foto ktp apakah hanya versi beta,-26,Negatif
